MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
02:1d:d5:8c:c3:60,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:46:09,11,-94,42.3733811542883,-83.0812917551937,161.532901337318,12,WIFI
02:1d:d6:0e:79:20,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:17:44,11,-78,42.3704857221233,-83.080902924488,156.120572577679,6,WIFI
40:b7:f3:d8:bc:c0,ATT416,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:59:26,1,-99,42.3783748657897,-83.0779069601771,165.222277680737,6,WIFI
00:11:24:9d:73:83,Apple Network 9d7383,[WEP][ESS],2013-09-12 13:46:27,1,-88,42.373556889792,-83.0810361582054,160.869762754586,24,WIFI
00:18:0a:10:0d:69,,[ESS],2013-09-12 13:58:49,11,-99,42.3791027757249,-83.075917822952,163.58852009171,6,WIFI
02:1d:d5:88:4f:70,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:12:28,2,-94,42.3743137484299,-83.0859656631344,163.112576093627,6,WIFI
c4:39:3a:1d:71:d9,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:12:51,11,-93,42.3737674145375,-83.0855903912957,161.540970248728,8,WIFI
c4:39:3a:1d:71:d8,HOME-71D8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:12:51,11,-96,42.3737674145375,-83.0855903912957,161.540970248728,8,WIFI
14:5b:d1:b1:e5:70,ATT208,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:48:28,6,-97,42.3757599297217,-83.078264808928,154.705117909261,8,WIFI
e8:89:2c:e2:f1:30,HOME-F132,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:10:56,6,-95,42.3772297442595,-83.0857353008945,153.403574074059,8,WIFI
84:1b:5e:00:c4:52,Spanglenet,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:46:15,1,-90,42.373468888485,-83.0811261554523,161.149622330421,12,WIFI
00:24:01:7b:81:e0,CASWIFI,[ESS],2013-09-12 13:44:03,2,-87,42.37225291421,-83.0794072797067,161.87547944461,8,WIFI
e0:91:f5:86:37:0a,Virginia Park,[WPA-PSK-TKIP][WPS][ESS],2013-09-12 13:53:08,1,-93,42.3762650811212,-83.0802757854436,156.731573785404,8,WIFI
3c:ce:73:1f:87:c1,VerITV,[WPA2-EAP-CCMP][ESS],2013-09-12 14:20:17,11,-79,42.3703089850416,-83.0776961103202,160.259885592451,8,WIFI
b0:77:ac:d1:5a:30,ATT064,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:46:04,6,-79,42.3732905307523,-83.0814599504388,161.86324359957,8,WIFI
02:1d:d3:44:25:a0,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:01:25,1,-98,42.3765169459189,-83.0828903578797,161.75543159851,12,WIFI
08:86:3b:30:d5:c0,Hermaine,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2013-09-12 14:20:03,7,-99,42.3700973257546,-83.0782695890664,159.107913727886,8,WIFI
c4:3d:c7:aa:77:be,Winne the Pooh,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:14:57,2,-84,42.3715300306736,-83.0817009890228,163.801734335707,8,WIFI
20:e5:64:a4:37:30,ATT248,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:06:40,6,-95,42.3791795644662,-83.0803332165548,160.174321444938,8,WIFI
10:0d:7f:7f:b6:87,Baker Street,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:46:00,7,-97,42.3732222710154,-83.0815942078364,161.986189147505,8,WIFI
e8:89:2c:d4:f9:c0,HOME-F9C2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:45:21,11,-96,42.3723600696305,-83.0821179486114,163.810783442333,8,WIFI
00:1d:d5:99:b2:80,HOME-B282,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:44:14,11,-94,42.3726821424404,-83.0797154865653,161.433322250483,8,WIFI
00:19:e4:68:cd:e9,2WIRE233,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:53:40,10,-98,42.3770054372262,-83.0781519103772,157.109130883097,8,WIFI
b8:e6:25:6c:30:e1,2WIRE566,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:44:19,6,-94,42.3727189202278,-83.0799513633232,161.487002476748,8,WIFI
c8:3a:35:30:a6:20,Wireless_N,[WPA-PSK-TKIP][WPS][ESS],2013-09-12 14:08:15,6,-98,42.3785407289536,-83.0826666641508,159.32225722659,12,WIFI
c8:3a:35:06:f5:e8,Trailblazer,[WPA-PSK-CCMP][ESS],2013-09-12 13:47:19,6,-84,42.3743383626808,-83.0797158703846,159.019512099583,8,WIFI
f8:0b:be:1f:92:c0,ATT928,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:54:41,11,-96,42.3783742248184,-83.0745932613793,154.888479270403,6,WIFI
20:e5:2a:43:07:c2,NETGEAR97,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:42:23,6,-91,42.3703592418034,-83.0800554560643,161.180364082837,8,WIFI
02:1d:d4:5e:c3:e0,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:15:17,11,-98,42.3710785814878,-83.080998741318,164.725678490062,6,WIFI
a4:7a:a4:0b:58:80,ATT352,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:07:41,11,-98,42.3792317756183,-83.0808592771167,158.671198045608,8,WIFI
c4:39:3a:1d:71:da,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:12:51,11,-93,42.3737674145375,-83.0855903912957,161.540970248728,8,WIFI
02:1d:d6:10:74:e0,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:46:15,11,-93,42.373468888485,-83.0811261554523,161.149622330421,12,WIFI
90:b1:34:dd:3e:40,ATT760,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:07:49,6,-98,42.3790519377188,-83.0812967074153,159.238135621827,6,WIFI
c0:c1:c0:a8:64:26,QuietFlamingo,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:53:02,6,-95,42.3761309149387,-83.0807055081754,158.646665670911,6,WIFI
c0:c1:c0:a8:64:27,QuietFlamingo-guest,[ESS],2013-09-12 13:53:02,6,-94,42.3761309149387,-83.0807055081754,158.646665670911,6,WIFI
20:aa:4b:c4:e1:06,breann911,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:45:46,6,-86,42.3730528539546,-83.0820404008215,163.172388594941,6,WIFI
0a:86:3b:62:1b:41,Townhouse,[WPS][ESS],2013-09-12 13:43:06,6,-97,42.3709133007407,-83.0788002158283,158.755334929221,8,WIFI
44:32:c8:db:44:88,xfinity,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:55:03,11,-94,42.3788492575436,-83.0733209472405,157.548664040368,8,WIFI
e8:3e:fc:bc:08:b0,Ceti Alpha V,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:20:28,11,-93,42.3704674119237,-83.077160015231,165.564282679968,24,WIFI
00:26:f2:ea:0c:a0,NEZAA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:46:40,1,-91,42.3735903209341,-83.0810389258142,161.557701998845,8,WIFI
64:0f:28:bf:a2:a1,2WIRE764,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:46:56,6,-91,42.3737306112165,-83.080341047311,159.950027358569,12,WIFI
22:02:71:22:7b:bd,Cavalier_High-Speed_866-4-CAVTEL,[ESS],2013-09-12 14:19:48,3,-90,42.3699827239378,-83.0786001974005,159.167369060737,8,WIFI
b8:e6:25:3a:a6:d1,2WIRE228,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:48:09,8,-87,42.3753905963074,-83.0792087765919,154.379964471419,8,WIFI
78:cd:8e:39:2a:6a,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:02:14,6,-97,42.3755286594525,-83.0853942380959,160.477195015818,8,WIFI
00:24:b2:03:9f:22,REC House,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:56:53,1,-94,42.3810538579506,-83.0705013448821,159.950233353927,8,WIFI
e8:89:2c:65:cb:90,HOME-CB92,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:12:15,1,-73,42.3745286924968,-83.0853574243233,161.646012062668,8,WIFI
0c:f8:93:14:e3:e0,HOME-E3E2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:11:19,1,-95,42.3764151190867,-83.0849951136216,160.181353665417,4,WIFI
3c:ce:73:1f:87:c3,DNVScan,[WPA2-PSK-CCMP][ESS],2013-09-12 14:20:21,11,-79,42.3703663179803,-83.0774951869504,161.607013883873,24,WIFI
b8:9b:c9:30:47:0b,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:13:02,4,-97,42.373448344289,-83.0853763286084,160.775784266679,6,WIFI
3c:ea:4f:e3:1e:c9,2WIRE044,[WPA-PSK-TKIP][WPS][ESS],2013-09-12 13:53:51,2,-99,42.377305811394,-83.0774922328916,157.16108794839,4,WIFI
90:b1:34:d1:b4:a0,ATT632,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:02:39,6,-97,42.3751683996421,-83.0866308909721,160.856787888192,6,WIFI
78:cd:8e:25:19:cb,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:46:00,1,-71,42.3732222710154,-83.0815942078364,161.986189147505,8,WIFI
00:1d:7e:62:c4:89,easy,[WPA2-PSK-CCMP][ESS],2013-09-12 13:43:50,11,-93,42.3716986768676,-83.0790193690277,157.990497651089,8,WIFI
78:cd:8e:25:19:ca,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:45:54,1,-87,42.3731923133455,-83.0817731970714,162.2201951551,12,WIFI
22:cb:4e:aa:9e:83,Cavalier_High-Speed_866-4-CAVTEL,[ESS],2013-09-12 13:50:09,3,-93,42.3744440480694,-83.0825166018167,159.524078425978,12,WIFI
14:5b:d1:a1:f2:00,ATT848,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:00:06,1,-98,42.3778029418469,-83.0791561525349,165.265115748517,8,WIFI
30:46:9a:1c:e4:98,Bitch Get Yo Own = Cablegang,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:15:16,4,-92,42.3710820163634,-83.0810528166231,164.722438505274,6,WIFI
c0:c1:c0:7f:23:47,Windmill,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:03:33,11,-92,42.3764720584624,-83.0850241328736,158.288711699771,6,WIFI
b0:77:ac:f0:70:a0,ATT424,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:07:05,11,-97,42.379461167984,-83.0801778861191,159.1908422216,6,WIFI
02:1d:d1:32:b5:50,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:15:01,6,-88,42.3713691251887,-83.0816182617066,164.966153481374,6,WIFI
e8:3e:fc:6d:02:a0,HOME-02A2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:42:23,6,-93,42.3703592418034,-83.0800554560643,161.180364082837,8,WIFI
c0:c1:c0:7f:23:48,Windmill-guest,[ESS],2013-09-12 14:11:23,11,-99,42.3762282250542,-83.0848566812859,160.056437239007,4,WIFI
02:1d:d3:a5:ea:10,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:43:48,6,-95,42.3716082540351,-83.0789621661983,158.797377579638,16,WIFI
08:cc:68:3c:7b:20,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:20:21,1,-80,42.3703663179803,-83.0774951869504,161.607013883873,24,WIFI
08:cc:68:3c:7b:21,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:20:24,1,-85,42.3704071876215,-83.0773093490097,163.27764140165,24,WIFI
ca:d7:19:3e:1f:f3,I AM SHERLOCKED-guest,[ESS],2013-09-12 13:46:15,2,-90,42.373468888485,-83.0811261554523,161.149622330421,12,WIFI
f8:0b:be:24:70:d0,ATT920,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:03:18,1,-95,42.3762252383709,-83.0858635878587,158.728398849185,8,WIFI
38:6b:bb:03:82:00,ATT408,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 00:00:38,11,-99,42.3703875221408,-83.0798164024691,171.512881722903,16,WIFI
58:6d:8f:4c:5d:16,Fred,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:55:43,11,-87,42.3796946155255,-83.0709465296234,156.656063773847,8,WIFI
78:cd:8e:25:19:c8,HOME-19C8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:45:34,1,-95,42.3728679115444,-83.0824189694955,163.709853835161,6,WIFI
78:cd:8e:25:19:c9,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:45:58,1,-80,42.3732018518371,-83.0816701308829,162.065226137735,8,WIFI
20:e5:64:0d:67:80,ATT680,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:19:35,6,-98,42.3697581344334,-83.0790089195223,158.345386314675,8,WIFI
b8:9b:c9:30:47:08,HOME-4708,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:13:02,4,-94,42.373448344289,-83.0853763286084,160.775784266679,6,WIFI
b8:9b:c9:30:47:09,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:12:56,4,-98,42.3735974046019,-83.0854790146276,161.27937082881,6,WIFI
94:44:52:8c:2e:1f,Belkin.3E1F,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2013-09-12 14:12:34,2,-97,42.3740642331192,-83.0858983753252,163.0475562853,6,WIFI
08:86:3b:49:de:d4,Kasia Wireless,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:14:09,3,-98,42.370216182791,-83.0797436993235,178.421790299619,16,WIFI
ac:5d:10:89:e8:39,2WIRE637,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:44:53,9,-97,42.3722672973899,-83.0812399196493,162.045152464668,6,WIFI
c4:39:3a:11:46:e9,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:02:27,1,-95,42.3752748706902,-83.0860972953673,160.710570348842,8,WIFI
94:cc:b9:d4:5f:80,ATT272,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:08:07,6,-99,42.3786865811581,-83.0822509473428,159.956799793715,8,WIFI
94:cc:b9:d7:a7:70,ATT296,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:06:43,1,-97,42.3792636657966,-83.0803610806743,160.408736856886,8,WIFI
38:6b:bb:00:c0:f0,ATT912,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:12:10,1,-93,42.3746483755705,-83.0850482239895,161.346771311789,6,WIFI
e8:92:a4:9b:0b:b5,trayyy,[WPA2-PSK-CCMP][ESS],2013-09-12 13:46:40,6,-77,42.3735903209341,-83.0810389258142,161.557701998845,8,WIFI
00:26:f2:96:d1:a1,E1KIWILC,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:55:25,11,-91,42.3793272911208,-83.0720109593284,156.851949094706,8,WIFI
c8:d7:19:ea:4e:01,RYAN-PC_Network,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 14:20:44,1,-84,42.3709220803793,-83.077474118294,173.108730619361,16,WIFI
20:e5:64:23:51:80,ATT840,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:54:07,1,-98,42.3776678487879,-83.0764405530147,156.331020281059,8,WIFI
ea:3e:fc:bc:08:b0,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:20:30,11,-77,42.3705118708066,-83.0771825359239,166.601276189826,16,WIFI
00:24:b2:a6:05:be,NETGEAR5,[WPA-PSK-TKIP][ESS],2013-09-12 13:56:32,11,-96,42.381153976264,-83.0693760428383,160.061614882843,6,WIFI
b0:77:ac:18:3e:e0,ATT912,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:55:04,6,-98,42.3788673173378,-83.0732590826978,157.62617684853,6,WIFI
3c:75:4a:22:a9:4d,MOTOROLA-C85AB,[WPA-PSK-TKIP][ESS],2013-09-12 14:14:42,1,-94,42.3720518663774,-83.0820864954214,163.599489541886,6,WIFI
84:34:97:b1:94:94,HP-Print-94-Officejet Pro 8600,[WPA2-PSK-CCMP][ESS],2013-09-12 14:17:49,9,-87,42.3703419341261,-83.0806979322919,156.537939231854,6,WIFI
c4:0a:cb:2c:33:30,CCMOAP,[WEP][ESS],2013-09-12 14:19:29,3,-94,42.3697423875531,-83.0792582964773,159.505471123516,6,WIFI
00:1d:d1:37:cc:40,HOME-CC42,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:44:23,11,-93,42.3726625542355,-83.0800583102157,161.85977147118,8,WIFI
22:02:71:23:33:0f,Cavalier_High-Speed_866-4-CAVTEL,[ESS],2013-09-12 13:52:52,3,-91,42.3757680982354,-83.0806719594383,159.027206393407,4,WIFI
3c:ce:73:1f:87:c2,DNVGuest,[WPA2-PSK-CCMP][ESS],2013-09-12 14:20:21,11,-79,42.3703663179803,-83.0774951869504,161.607013883873,24,WIFI
02:1d:d4:36:69:e0,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:08:10,11,-97,42.378643556294,-83.0824274127219,160.27705968041,8,WIFI
90:b1:34:97:7d:c0,ATT496,[WEP][ESS],2013-09-12 14:17:03,11,-94,42.3714255198232,-83.0805719293198,156.708892781505,8,WIFI
c4:39:3a:11:46:e8,TIMEOUT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:02:27,1,-94,42.3752748706902,-83.0860972953673,160.710570348842,8,WIFI
b0:77:ac:ed:b0:e0,Dorina,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:07:52,6,-95,42.3789803487309,-83.0814540647799,159.786421396461,6,WIFI
20:e5:2a:03:c6:0f,NETGEAR57,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:53:15,7,-97,42.3764345408929,-83.0797787765852,157.254218307447,8,WIFI
1c:14:48:66:72:f0,ATT296,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:10:12,6,-79,42.3769794212846,-83.0870778390587,162.584415259165,8,WIFI
74:44:01:06:dc:9e,ATT2684,[WPA2-PSK-CCMP][ESS],2013-09-12 13:56:42,1,-98,42.3811998884692,-83.0699839168191,160.7964758963,12,WIFI
90:b1:34:a5:d3:c0,ATT016,[WPA2-PSK-CCMP][ESS],2013-09-12 14:06:44,11,-98,42.379291214989,-83.0803402810552,160.478482650343,8,WIFI
08:ed:b9:59:21:ff,HP-Print-ff-LaserJet 200,[ESS],2013-09-12 14:12:42,6,-100,42.3738371804287,-83.0856840361808,161.869946249879,8,WIFI
e8:89:2c:e2:b1:e0,HOME-B1E2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:01:00,1,-93,42.3769286624062,-83.0816660728491,163.245059804364,6,WIFI
7c:bf:b1:2d:5f:c0,ATT624,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:56:33,6,-98,42.381196591463,-83.0694136716835,160.079055727784,6,WIFI
40:b7:f3:47:72:20,ATT592,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:05:34,11,-94,42.3785869858593,-83.0799226131864,158.610783821172,8,WIFI
00:1d:60:bd:2e:a9,pugh313,[WEP][ESS],2013-09-12 14:00:37,6,-95,42.3772551844175,-83.0807375373178,163.246719326722,12,WIFI
00:15:6d:8a:62:d8,Seward3,[ESS],2013-09-12 13:48:21,1,-88,42.3756277589064,-83.0785689148804,154.080115613256,8,WIFI
02:1d:d1:7f:35:10,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:44:51,1,-94,42.3722811597812,-83.0811979599579,162.108671151928,8,WIFI
cc:a4:62:8e:5c:a0,HOME-5CA2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:52:04,11,-93,42.3744325513438,-83.0817557213869,157.302594559107,6,WIFI
ea:89:2c:2c:db:90,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:11:42,1,-95,42.3753493963043,-83.0842439638858,159.276488208826,6,WIFI
00:18:0a:33:32:c0,PEC High School Wireless,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:20:01,6,-91,42.3700811123617,-83.0783173086214,159.181373697882,8,WIFI
3c:ea:4f:b0:29:e9,2WIRE903,[WPA-PSK-TKIP][WPS][ESS],2013-09-12 14:11:44,6,-92,42.3752557786176,-83.0841795430381,159.730793577173,6,WIFI
ac:5d:10:05:6b:f9,2WIRE514,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:13:29,5,-93,42.3734748610992,-83.0844236653522,159.283779114578,8,WIFI
c0:83:0a:3c:8e:31,2WIRE602,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:43:56,8,-97,42.3719583218981,-83.0792377099736,160.524584910103,16,WIFI
00:1d:d4:12:da:90,HOME-DA92,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:47:32,11,-86,42.3748262678355,-83.0800706974229,153.847236532542,12,WIFI
ec:1a:59:5f:c7:f0,belkin.7f0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:48:28,3,-98,42.3757599297217,-83.078264808928,154.705117909261,8,WIFI
00:1d:d2:03:ed:50,HOME-ED52,[WPS][ESS],2013-09-12 13:56:54,1,-95,42.3810386319514,-83.0705356089416,159.972638014394,8,WIFI
1c:14:48:0b:d4:a0,ATT528,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:07:45,6,-99,42.3791489345726,-83.0810717746314,158.663553182582,6,WIFI
3c:ce:73:1f:87:c0,DNVGuest-DBK,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2013-09-12 14:20:17,11,-88,42.3703089850416,-83.0776961103202,160.259885592451,8,WIFI
c0:3f:0e:83:57:0c,NETGEAR,[WPS][ESS],2013-09-12 13:45:30,3,-91,42.3727330754322,-83.0823480168751,163.680897442923,8,WIFI
5c:57:1a:ec:bc:70,HOME-BC72,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:17:28,6,-91,42.370945768742,-83.0811911651848,156.011055508496,4,WIFI
b8:e6:25:bc:34:d1,2WIRE054,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:44:56,6,-85,42.3722383410398,-83.0813321998095,162.050731989011,6,WIFI
00:12:17:0b:74:82,linksys,[WEP][ESS],2013-09-12 14:18:53,6,-93,42.3699107277965,-83.0804253666894,160.98625192159,6,WIFI
38:6b:bb:02:7d:70,ATT704,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:22:07,11,-98,42.3703340572584,-83.0799384381337,162.924413071372,16,WIFI
00:23:eb:0a:75:44,,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2013-09-12 14:20:00,1,-95,42.3700714447245,-83.0783424169162,159.251961110923,32,WIFI
4c:60:de:b2:a8:69,ATT8163,[WPA2-PSK-CCMP][ESS],2013-09-12 13:54:12,1,-98,42.377774968214,-83.0761071962821,155.681903638444,8,WIFI
4e:60:de:3b:f8:ce,Emerson-Guest,[WPA2-PSK-CCMP][ESS],2013-09-12 14:19:26,8,-95,42.3697077801478,-83.0793499924991,159.633042641502,6,WIFI
00:1d:d6:2c:62:20,HOME-6222,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:46:07,11,-86,42.3733502595928,-83.081392477605,161.661567738552,12,WIFI
b0:77:ac:e6:11:20,ATT616,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:55:50,11,-96,42.3798061280003,-83.0705631764717,157.036405056694,8,WIFI
ea:89:2c:66:20:60,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:55:27,1,-94,42.379370573588,-83.0718939504853,156.326991912096,4,WIFI
c8:7b:5b:2b:28:13,T-Mobile Broadband69,[WPA-PSK-CCMP+TKIP][ESS],2013-09-12 13:53:29,1,-97,42.3767465715796,-83.0788704010688,157.175315635478,8,WIFI
64:0f:28:a9:6a:1e,ATT117,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:47:08,6,-93,42.3739100552417,-83.0796976012851,156.516661293395,8,WIFI
b8:e6:25:48:29:81,2WIRE279,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:15:00,1,-92,42.3714088133593,-83.0816384693964,164.557433326957,6,WIFI
00:23:51:be:0c:81,2WIRE686,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:44:14,3,-88,42.3726821424404,-83.0797154865653,161.433322250483,8,WIFI
e8:92:a4:9a:e3:fd,LG-MS770_3fd,[WPA2-PSK-CCMP][ESS],2013-09-12 07:49:41,6,-93,42.3702764390665,-83.0797711237337,152.094971528863,12,WIFI
00:26:50:8b:40:f1,2WIRE885,[WEP][ESS],2013-09-12 13:44:12,1,-95,42.3726245404124,-83.0796403172075,161.431169158878,8,WIFI
